CodigoImovel;TipoImovel;SubTipoImovel;TituloImovel;Endereco;Numero;Complemento;Bairro;CEP;Cidade;UF;AreaTotal;AreaUtil;ValorIPTU;PrecoCondominio;PrecoLocacao;PrecoVenda;Ativo;CategoriaImovel;LocalChave;Publicado;Alarme;AndarAlto;AnoConstrucao;AquecimentoEletrico;AquecimentoGas;ArCondicionado;ArmarioAreaDeServico;ArmarioBanheiro;ArmarioCloset;ArmarioCozinha;ArmarioDormitorioEmpregada;ArmarioQuarto;ArmarioSala;ArmarioSuite;Brinquedoteca;Churrasqueira;Churrasqueiras;circuitointernotv;Condominio;Copa;Despensa;Divisoria;DormitorioEmpregada;elevador;ElevadorDeServico;EscritorioArmario;EspacoLeitura;Interfone;jardim;JardimInverno;LajeTecnica;Lavabo;Lavanderia;Madeira;Mezanino;Piscina;piscina_infantil;Piscinas;PisoCeramica;PisoLaminado;PisoPorcelanato;PisoTacoMadeira;pista_skate;Playground;portal_eletronico;PortaoEletronico;Portaria24h;Portaria24Horas;QtdBanheiros;QtdDormitorios;QtdSalas;QtdSuites;QtdVagas;quadra_tenis;QuadraPoliEsportiva;QuartoServico;Sacada;SalaEstar;SalaFitness;SalaGinastica;SalaJantar;salao_jogos;salao_video_cinema;SalaoFestas;salaogourmet;Sauna;sauna_seca;sauna_umida;Seguranca;ServicoCozinha;SPA;TomadaCarroEletrico;Varanda;Vinilico;UnidadeMetrica;Observacao;ObservacoesInternas
CA0006_SMAI;Casa;Casa de vila;Ótima casa com 2 quartos para alugar;Rua Getulio;97;casa 19;Todos os Santos;20775-000;Rio de Janeiro;RJ;95;95;638;115;1500;;Inativo;Padrão;Imobiliária;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;1;2;1;2;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
CA0007_SMAI;Casa;Casa;Casa para Locação 2 Quartos, 60M², MEIER, RIO DE JANEIRO - RJ | Condomínio Vila São Jorge;Rua Aquidabã;805;casa 78;Méier;20720-294;Rio de Janeiro;RJ;60;60;;420;1100;;Inativo;Padrão;Imobiliária;sem anuncio;;;;;;;;;;;;;;;;;;;Condomínio Vila São Jorge;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;0;0;;;;;;;;;;;;;;;;;;;;1;;M²;[Table];Exclusivo: SIM
CA0008_SMAI;Casa;Casa;Casa para Locação 2 Quartos, 2 Suites, 53M², ENCANTADO, RIO DE JANEIRO - RJ;Rua Pedro Domingues;43;;Encantado;20756-080;Rio de Janeiro;RJ;53;53;;;1300;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
CA0009_SMAI;Casa;Casa;Excelente casa no Cachambi;Rua Marília de Dirceu;59;;Méier;20775-130;Rio de Janeiro;RJ;54;54;;;1300;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
CA0010_SMAI;Casa;Casa;Casa para Locação 2 Quartos, 2 Suites, 64M², TODOS OS SANTOS, RIO DE JANEIRO - RJ;Rua Getulio;406;casa 02;Todos os Santos;20775-001;Rio de Janeiro;RJ;64;64;;;1500;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;2;1;2;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
CA0011_SMAI;Casa;Casa;Casa para Locação 2 Quartos, 2 Suites, 57M², CACHAMBI, RIO DE JANEIRO - RJ;Rua São Gabriel;310;casa 4;Cachambi;20785-293;Rio de Janeiro;RJ;57;57;;80;1300;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;0;;;;;;;;;;;;;;;;;;;;1;;M²;[Table];Exclusivo: SIM
CA0012_SMAI;Casa;Casa;Casa para Locação 2 Quartos, 2 Suites, 63M², CACHAMBI, RIO DE JANEIRO - RJ;Rua Cachambi;28;casa 201;Cachambi;20775-182;Rio de Janeiro;RJ;63;63;608;;1300;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
CA0013_SMAI;Casa;Casa;Casa para Locação 4 Quartos, 4 Suites, 120M², CASCADURA, RIO DE JANEIRO - RJ;Rua Caetano da Silva;366;;Cascadura;21381-370;Rio de Janeiro;RJ;120;120;;;900;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;1;4;0;;;;;;;;;;;;;;;;;;;;1;;M²;[Table];Exclusivo: SIM
CA0014_SMAI;Casa;Casa;Casa para Locação 2 Quartos, 2 Suites, 1 Vaga, 75M², CACHAMBI, RIO DE JANEIRO - RJ;Rua Odilon Araújo;79;;Cachambi;20775-160;Rio de Janeiro;RJ;75;75;;;2000;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;2;1;2;1;;;;;;;;;;;;;;;;;;;;1;;M²;[Table];Exclusivo: SIM
CA0015_SMAI;Casa;Casa;Casa para Locação 2 Quartos, 2 Suites, 1 Vaga, 48M², TODOS OS SANTOS, RIO DE JANEIRO - RJ;Rua José Bonifácio;174;casa 21;Todos os Santos;20770-240;Rio de Janeiro;RJ;;48;;98;1300;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;1;;;;;;;;;;;;;;;;;;;;1;;M²;[Table];Exclusivo: SIM
CA0016_SMAI;Casa;Casa;Casa para Locação 2 Quartos, 2 Suites, 46M², MEIER, RIO DE JANEIRO - RJ;Rua Padre André Moreira;46;casa SOBRADO;Méier;20780-030;Rio de Janeiro;RJ;;46;;180;1000;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;1;2;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
CA0017_SMAI;Casa;Casa;Casa para Locação 1 Quarto, 1 Suite, 60M², TODOS OS SANTOS, RIO DE JANEIRO - RJ;Rua Getulio;354;casa 101;Todos os Santos;20775-001;Rio de Janeiro;RJ;;60;;30;800;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
CA0018_SMAI;Casa;Casa;Casa para Locação 1 Quarto, 1 Suite, 46M², HIGIENOPOLIS, RIO DE JANEIRO - RJ;Rua José Roberto;49;casa 102;Higienópolis;21050-490;Rio de Janeiro;RJ;;46;15;;900;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
CA0019_SMAI;Casa;Casa;Casa para Locação 4 Quartos, 4 Suites, 1 Vaga, 90M², MEIER, RIO DE JANEIRO - RJ;Rua Aristides Caire;172;casa 9;Méier;20775-090;Rio de Janeiro;RJ;90;90;1168;150;2300;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;2;4;1;4;1;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
CA0020_SMAI;Casa;Casa;Casa para Locação 3 Quartos, 3 Suites, 1 Vaga, 98M², CACHAMBI, RIO DE JANEIRO - RJ;Rua Miguel Ângelo;663;casa 26;Cachambi;20785-224;Rio de Janeiro;RJ;;98;15424;80;2400;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;1;3;1;;;;;;;;;;;;;;;;;;;;1;;M²;[Table];Exclusivo: SIM
CA0021_SMAI;Casa;Casa;Casa para Locação 2 Quartos, 2 Suites, 60M², MEIER, RIO DE JANEIRO - RJ | CASA;Rua Tôrres Sobrinho;34;casa 201;Méier;20780-050;Rio de Janeiro;RJ;;60;;;1100;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;CASA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
CA0022_SMAI;Casa;Casa;Casa para Locação 1 Quarto, 1 Suite, 52M², CACHAMBI, RIO DE JANEIRO - RJ | CASA;Rua Barcelona;45;casa 102 fundos;Cachambi;20785-130;Rio de Janeiro;RJ;;52;;;600;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;CASA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;0;;;;;;;;;;;;;;;;;;;;1;;M²;[Table];Exclusivo: SIM
CA0023_SMAI;Casa;Casa;Casa para Locação 2 Quartos, 2 Suites, 58M², TODOS OS SANTOS, RIO DE JANEIRO - RJ | CASA DE VILA;Rua Major Mascarenhas;11;bl CASA- 02 - casa 201;Todos os Santos;20770-180;Rio de Janeiro;RJ;;58;;30;1400;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;CASA DE VILA;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
CA0024_SMAI;Casa;Casa;Casa para Locação 2 Quartos, 2 Suites, 88M², TODOS OS SANTOS, RIO DE JANEIRO - RJ;Rua Augusto Nunes;;casa 201;Todos os Santos;20770-270;Rio de Janeiro;RJ;88;55;;100;1300;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;0;;;;;;;;;;;;;;;;;;;;1;;M²;[Table];Exclusivo: SIM
CA0025_SMAI;Apartamento;Apartamento padrão;Apartamento para Locação 2 Quartos, 76M², ENCANTADO, RIO DE JANEIRO - RJ;Rua Paituna;74;apto 102;Encantado;20745-040;Rio de Janeiro;RJ;;76;;45;1200;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;;;;;;;;1;;;1;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;2;2;1;0;0;;;;;;;;;;;;;;;;;1;;;1;;M²;[Table];Exclusivo: SIM
CA0026_SMAI;Casa;Casa;Casa para Locação 2 Quartos, 2 Suites, 62M², CACHAMBI, RIO DE JANEIRO - RJ;Rua Álvares Cabral;;bl CASA- 02 - casa 201;Cachambi;20780-320;Rio de Janeiro;RJ;;62;;5;750;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
CA0027_SMAI;Casa;Casa;Casa para Locação 2 Quartos, 2 Suites, 88M², MEIER, RIO DE JANEIRO - RJ;Rua Castro Alves;225;casa 201;Méier;20775-040;Rio de Janeiro;RJ;88;88;999;;1700;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
CA0028_SMAI;Casa;Casa;Excelente casa próxima ao Engenhão.;Rua Luís Silva;36;casa Fundos;Abolição;20755-250;Rio de Janeiro;RJ;80;80;;;1600;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;0;;;;;;;;;;;;;;;;;;;;1;;M²;[Table];Exclusivo: SIM
CA0029_SMAI;Casa;Casa;Casa para Locação 2 Quartos, 100M², ENGENHO DE DENTRO, RIO DE JANEIRO - RJ;Rua Sales Guimarães;27;casa 104;Engenho de Dentro;20770-070;Rio de Janeiro;RJ;100;100;;;1600;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;;;1;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;2;3;1;0;0;;;;;;;;;;;;;;;;;1;;;;;M²;[Table];Exclusivo: SIM
CA0030_SMAI;Casa;Casa;Casa para Locação 1 Quarto, 1 Suite, 60M², MARIA DA GRACA, RIO DE JANEIRO - RJ;Rua Francisco Neiva;143;bl Fundos - casa Apto 102;Maria da Graça;20785-490;Rio de Janeiro;RJ;;60;;170;850;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
CA0031_SMAI;Casa;Casa;Casa para Locação 2 Quartos, 2 Suites, 100M², LINS DE VASCONCELOS, RIO DE JANEIRO - RJ;Rua Carolina Santos;53;casa 01;Méier;20720-311;Rio de Janeiro;RJ;;100;;50;1600;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;2;1;2;0;;;;;;;;;;;;;;;;;;;;1;;M²;[Table];Exclusivo: SIM
CA0032_SMAI;Casa;Casa;Casa para Locação 3 Quartos, 3 Suites, 3 Vagas, 114M², CACHAMBI, RIO DE JANEIRO - RJ;Rua Barcelona;45;;Cachambi;20785-130;Rio de Janeiro;RJ;;114;;;1400;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;1;3;3;;;;;;;;;;;;;;;;;;;;1;;M²;[Table];Exclusivo: SIM
CA0033_SMAI;Casa;Casa;Casa para Locação 2 Quartos, 2 Suites, 2 Vagas, 120M², QUINTINO BOCAIUVA, RIO DE JANEIRO - RJ;Rua Nogueira;74;casa 9;Quintino Bocaiuva;21380-290;Rio de Janeiro;RJ;;120;883;50;1300;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
CA0034_SMAI;Casa;Casa;Casa para Locação 2 Quartos, 2 Suites, 80M², CACHAMBI, RIO DE JANEIRO - RJ;Rua Cachambi;224;casa 05;Cachambi;20775-182;Rio de Janeiro;RJ;;80;;50;1750;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;0;;;;;;;;;;;;;;;;;;;;1;;M²;[Table];Exclusivo: SIM
CA0035_SMAI;Casa;Casa;Ótima Casa de 2 Quartos;Rua Álvares Cabral;264;casa 2 Apto 101;Cachambi;20780-320;Rio de Janeiro;RJ;65;65;;60;900;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;2;0;0;0;;;;;;;;;;;;;;;;;1;;;;;M²;[Table];Exclusivo: SIM
CA0036_SMAI;Casa;Casa;Casa para Locação 1 Quarto, 1 Suite, 60M², MARIA DA GRACA, RIO DE JANEIRO - RJ;Rua Francisco Neiva;143;bl FDS - casa APTO 102;Maria da Graça;20785-490;Rio de Janeiro;RJ;;60;;20;800;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
CA0037_SMAI;Casa;Casa;Ótima casa no Meier com 2 quartos;Rua Castro Alves;225;apto 201;Méier;20775-040;Rio de Janeiro;RJ;108;108;12225;;1900;;Inativo;Padrão;Imobiliária;sem anuncio;;1;;1;;;;;;1;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;2;1;1;0;;;;;;;;;;;;;;;;;1;;;;;M²;[Table];Exclusivo: SIM
CA0038_SMAI;Casa;Casa;EXCELENTE CASA DE VILA;Rua García Redondo;50;casa Casa 09;Cachambi;20775-170;Rio de Janeiro;RJ;105;105;718;;1900;;Ativo;Padrão;Imobiliária;anunciado;;;;1;;1;;1;;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;2;2;1;0;1;;;;;;;;;;;;;;;;;1;;;1;;M²;[Table];Exclusivo: SIM
CA0039_SMAI;Casa;Casa;Casa para Locação 1 Quarto, 1 Suite, 110M², DEL CASTILHO, RIO DE JANEIRO - RJ;Rua Van Gogh;359;casa Fundos;Del Castilho;20771-480;Rio de Janeiro;RJ;110;55;;;1200;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;0;;;;;;;;;;;;;;;;;;;;1;;M²;[Table];Exclusivo: SIM
CA0040_SMAI;Casa;Casa;Casa para Locação, Todos os Santos, Rio de Janeiro, RJ;Rua Augusto Nunes;253;casa 101;Todos os Santos;20770-270;Rio de Janeiro;RJ;55;55;;150;1300;;Ativo;Padrão;Imobiliária;anunciado;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;1;2;1;0;0;;;;;;;;;;;;;;;;;1;;;1;;M²;[Table];Exclusivo: SIM
CA0041_SMAI;Casa;Casa;Casa para Locação 2 Quartos, 2 Suites, 97M², MEIER, RIO DE JANEIRO - RJ;Rua Castro Alves;225;casa 201;Méier;20775-040;Rio de Janeiro;RJ;;97;;;1500;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;0;;;;;;;;;;;;;;;;;;;;1;;M²;[Table];Exclusivo: SIM
CA0042_SMAI;Casa;Casa;Casa para Locação 2 Quartos, 2 Suites, 1 Vaga, 90M², RAMOS, RIO DE JANEIRO - RJ;Rua Carvalho Moutinho;160;;Ramos;21031-220;Rio de Janeiro;RJ;;90;;;1300;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;1;;;;;;;;;;;;;;;;;;;;1;;M²;[Table];Exclusivo: SIM
CA0043_SMAI;Casa;Casa;Casa para Locação 2 Quartos, 2 Suites, 50M², ENGENHO NOVO, RIO DE JANEIRO - RJ;Rua Visconde de Itabaiana;125;casa  01;Engenho Novo;20780-180;Rio de Janeiro;RJ;;50;20;;900;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
CA0044_SMAI;Casa;Casa de vila;Casa para Locação, Todos os Santos, Rio de Janeiro, RJ;Rua Major Mascarenhas;11;Casa 2 201;Todos os Santos;20770-180;Rio de Janeiro;RJ;56;56;;30;1500;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;1;2;1;0;0;;;1;;;;;;;;;;;;;;1;;;;;;[Table];
CA0045_SMAI;Casa;Casa padrão;Casa para locação, Méier, Rio de Janeiro, RJ;Rua Aristides Caire;309;;Méier;20775090;Rio de Janeiro;RJ;80;80;50;;1000;;Ativo;Padrão;;sem anuncio;1;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;[Table];
CA0046_SMAI;Casa;Casa padrão;Casa para locação, Cachambi, Rio de Janeiro, RJ;Rua Ferreira de Andrade;486;casa 19;Cachambi;20780200;Rio de Janeiro;RJ;;;;;5000;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;[Table];
CA0047_SMAI;Casa;Casa duplex;Casa para Locação, Engenho de Dentro, Rio de Janeiro, RJ;Rua Doutor Bulhões;291;Casa 105;Engenho de Dentro;20730-420;Rio de Janeiro;RJ;112;112;1926;100;2100;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;;;1;;1;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;1;;;3;3;1;1;2;;;;;;;;;;;;;;;;;1;;;;;;[Table];
CA0048_SMAI;Casa;Casa de vila;Casa para Locação, Engenho de Dentro, Rio de Janeiro, RJ;Rua Goiás;276;casa 104;Engenho de Dentro;20756-120;Rio de Janeiro;RJ;78;78;;298;1000;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;1;3;1;0;0;;;;;;;;;;;;;;;;;1;;;1;;;[Table];
CA0049_SMAI;Casa;Casa padrão;Casa independente para locação, Cachambi, Rio de Janeiro, RJ;Rua Capitão Jesus;25;CASA INDEPENDENTE;Cachambi;20775-140;Rio de Janeiro;RJ;90;90;;;2220;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;;;1;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;2;3;1;0;1;;;1;;;;;;;;;;;;;;1;;;1;;;[Table];
CA0050_SMAI;Casa;Casa de vila;Casa para locação, Cachambi, Rio de Janeiro, RJ;Rua Álvares Cabral;264;casa 3 201;Cachambi;20780-320;Rio de Janeiro;RJ;70;70;;10;1100;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;;;1;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;1;2;1;1;0;;;;;;;;;;;;;;;;;1;;;1;;;[Table];
CA0051_SMAI;Casa;Casa de vila;Casa para locação, Méier, Rio de Janeiro, RJ;Rua Castro Alves;144;casa 16 201;Méier;20775-040;Rio de Janeiro;RJ;49;49;;210;2000;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;;;1;;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;1;2;1;0;1;;;;;;;;;;;;;;;;;1;;;1;;;[Table];
CA0052_SMAI;Casa;Casa padrão;Casa para locação, Cachambi, Rio de Janeiro, RJ;Rua Capitão Resende;158;;Cachambi;20780-190;Rio de Janeiro;RJ;105;105;72;;3000;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;;;1;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;2;3;1;1;3;;;1;;;;;;;;;;;;;;1;;;1;;;[Table];
CA0053_SMAI;Casa;Casa padrão;Casa para locação, Cachambi, Rio de Janeiro, RJ;Rua Monte Pascoal;18;CASA INDEPENDENTE;Cachambi;20780-270;Rio de Janeiro;RJ;170;170;1248;;3500;;Inativo;Padrão;Imobiliária;sem anuncio;;;;;1;;;1;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;2;3;1;0;2;;;1;;;;;;;;;;;;;;1;;;1;;;[Table];
CA0054_SMAI;Casa;Casa em condomínio;Casa tipo apartamento para locação, Todos os Santos, Rio de Janeiro, RJ;Rua Almirante Calheiros da Graça;52;apto 181;Todos os Santos;20735-190;Rio de Janeiro;RJ;85;85;118;290;1200;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;;;;;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;1;2;2;1;0;1;;;;;;;;;;;;;;;;;1;;;;;;[Table];
CA0055_SMAI;Casa;Casa padrão;Casa para locação, Sampaio, Rio de Janeiro, RJ;Rua Cadete Polônia;773;casa;Sampaio;20961-050;Rio de Janeiro;RJ;218;218;;;1900;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;2;3;1;0;1;;;1;;;;;;;;;;;;;;1;;;;;;[Table];
CA0056_SMAI;Casa;Casa padrão;Casa para locação, Méier, Rio de Janeiro, RJ;Rua Miguel Fernandes;660;;Méier;20780-060;Rio de Janeiro;RJ;80;80;78;200;1200;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;;;1;;1;;;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;2;1;1;0;;;;;;;;;;;;;;;;;1;;;;1;;[Table];
CA0057_SMAI;Casa;Casa de vila;Casa para locação, Pilares, Rio de Janeiro, RJ;Avenida João Ribeiro;348;CASA 3A;Pilares;20750-093;Rio de Janeiro;RJ;55;55;;;1300;;Ativo;Padrão;Imobiliária;anunciado;;;;1;;;;1;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;2;1;0;2;;;;;;;;;;;;;;;;;1;;;1;;;[Table];
KN0001_SMAI;Kitnet;Kitnet;Kitnet para Locação 38M², ROCHA, RIO DE JANEIRO - RJ;Rua São João;16;Térreo;Rocha;20950-130;Rio de Janeiro;RJ;;38;;;800;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
KN0002_SMAI;Kitnet;Kitnet;Kitnet para Locação 27M², CENTRO, RIO DE JANEIRO - RJ;Rua dos Inválidos;185;APTO 208;Centro;20231-047;Rio de Janeiro;RJ;;27;243;25634;800;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
KN0003_SMAI;Kitnet;Kitnet;Kitnet para Locação 30M², CENTRO, RIO DE JANEIRO - RJ;Rua dos Inválidos;185;apto 806;Centro;20231-047;Rio de Janeiro;RJ;30;30;;380;800;;Inativo;Padrão;Imobiliária;sem anuncio;;1;;1;;;;1;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;1;;1;1;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
KN0004_SMAI;Kitnet;Kitnet;Kitnet para Locação 40M², ENGENHO DE DENTRO, RIO DE JANEIRO - RJ;Rua Ramiro Magalhães;502;;Engenho de Dentro;20730-460;Rio de Janeiro;RJ;40;40;;;700;;Inativo;Padrão;Imobiliária;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
