CodigoImovel;TipoImovel;SubTipoImovel;TituloImovel;Endereco;Numero;Complemento;Bairro;CEP;Cidade;UF;AreaTotal;AreaUtil;ValorIPTU;PrecoCondominio;PrecoLocacao;PrecoVenda;Ativo;CategoriaImovel;LocalChave;Publicado;Alarme;AndarAlto;AnoConstrucao;AquecimentoEletrico;AquecimentoGas;ArCondicionado;ArmarioAreaDeServico;ArmarioBanheiro;ArmarioCloset;ArmarioCozinha;ArmarioDormitorioEmpregada;ArmarioQuarto;ArmarioSala;ArmarioSuite;Brinquedoteca;Churrasqueira;Churrasqueiras;circuitointernotv;Condominio;Copa;Despensa;Divisoria;DormitorioEmpregada;elevador;ElevadorDeServico;EscritorioArmario;EspacoLeitura;Interfone;jardim;JardimInverno;LajeTecnica;Lavabo;Lavanderia;Madeira;Mezanino;Piscina;piscina_infantil;Piscinas;PisoCeramica;PisoLaminado;PisoPorcelanato;PisoTacoMadeira;pista_skate;Playground;portal_eletronico;PortaoEletronico;Portaria24h;Portaria24Horas;QtdBanheiros;QtdDormitorios;QtdSalas;QtdSuites;QtdVagas;quadra_tenis;QuadraPoliEsportiva;QuartoServico;Sacada;SalaEstar;SalaFitness;SalaGinastica;SalaJantar;salao_jogos;salao_video_cinema;SalaoFestas;salaogourmet;Sauna;sauna_seca;sauna_umida;Seguranca;ServicoCozinha;SPA;TomadaCarroEletrico;Varanda;Vinilico;UnidadeMetrica;Observacao;ObservacoesInternas
AP0239_SMAI;Apartamento;Apartamento padrão;Apartamento para locação, Engenho Novo, Rio de Janeiro, RJ;Rua Condessa Belmonte;228;APTO TÉRREO;Engenho Novo;20710-280;Rio de Janeiro;RJ;58;58;;200;1100;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;1;2;1;0;0;;;;;;;;;;;;;;;;;1;;;;;;[Table];
AP0240_SMAI;Apartamento;Apartamento padrão;Apartamento para locação, Engenho Novo, Rio de Janeiro, RJ;Rua Condessa Belmonte;228;apto 202;Engenho Novo;20710-280;Rio de Janeiro;RJ;37;37;;200;900;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;1;1;1;0;0;;;;1;;;;;;;;;;;;;;;;1;;;[Table];
AP0241_SMAI;Apartamento;Apartamento padrão;Apartamento padrão para Locação, Engenho de Dentro, Rio de Janeiro, RJ;Rua Catulo Cearense;64;apto 302;Engenho de Dentro;20730-320;Rio de Janeiro;RJ;68;68;69;920;1350;;Inativo;Padrão;Imobiliária;sem anuncio;;;;;1;;;1;;1;;;1;1;;;1;;;;;;;1;;;;;;;;;;;;1;;;;;;;;1;;1;;1;2;2;1;1;1;;;;;;;;;;;1;;;;;;1;;;1;1;;[Table];
AP0242_SMAI;Apartamento;Apartamento padrão;Apartamento para Locação, Cachambi, Rio de Janeiro, RJ;Rua Cachambi;780;Apto 407;Cachambi;20771-631;Rio de Janeiro;RJ;65;65;1065;79648;2000;;Inativo;Padrão;Imobiliária;sem anuncio;;;;;1;;;1;;1;;1;1;1;1;;1;;;;;;;1;;;;;;;;;;;;1;1;;;1;;;1;1;;1;;1;1;2;1;1;1;;1;;;;1;;;;;1;;;;;;1;;;1;;;[Table];
AP0243_SMAI;Apartamento;Apartamento padrão;Apartamento para Locação, Maria da Graça, Rio de Janeiro, RJ;Rua Conde de Azambuja;140;apto 201;Maria da Graça;21050-582;Rio de Janeiro;RJ;46;46;563;682;1200;;Inativo;Padrão;Imobiliária;sem anuncio;;;;;1;;;1;;1;;;1;;;;1;;;;;;;1;;;;;;;;;;;;1;;;1;;;;;1;;1;;1;1;2;1;1;0;;;;;;;;;;;;;;;;;1;;;1;;;[Table];
AP0244_SMAI;Apartamento;Apartamento padrão;Apartamento para Locação, Todos os Santos, Rio de Janeiro, RJ;Rua Piauí;309;apto 203;Todos os Santos;20770-130;Rio de Janeiro;RJ;70;70;1025;450;1200;;Inativo;Padrão;Imobiliária;sem anuncio;;1;;1;;;;1;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;2;2;1;0;1;;;1;;;;;;;;1;;;;;;1;;;1;;;[Table];
AP0245_SMAI;Apartamento;Apartamento padrão;Apartamento para locação, Méier, Rio de Janeiro, RJ;Rua Salvador Pires;169;APTO 208;Méier;20775-030;Rio de Janeiro;RJ;47;47;;583;1000;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;;;1;;1;;;1;;;;1;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;1;;1;1;2;1;0;0;;;;;;;;;;;1;;;;;;1;;;;;;[Table];
AP0246_SMAI;Apartamento;Apartamento padrão;Apartamento para locação,3 Quartos, Cachambi, Rio de Janeiro, RJ;Rua Cachambi;184;apto 302;Cachambi;20771-631;Rio de Janeiro;RJ;99;99;107;500;1800;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;;;1;;1;;;1;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;1;;;2;3;1;0;1;;;1;;;;;;;;;;;;;;;;;;;;[Table];
AP0247_SMAI;Apartamento;Apartamento padrão;Apartamento para Locação, Cachambi, Rio de Janeiro, RJ;Rua Reginaldo Pardelha;101;apto 204;Cachambi;20785-170;Rio de Janeiro;RJ;62;62;;150;1100;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;1;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;1;3;1;0;0;;;;;;;;;;;;;;;;;1;;;;;;[Table];
AP0248_SMAI;Apartamento;Apartamento padrão;Apartamento para locação, Engenho Novo, Rio de Janeiro, RJ;Rua Sousa Barros;116;APTO 201 FUNDOS;Engenho Novo;20961-150;Rio de Janeiro;RJ;78;78;;270;1100;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;;;1;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;1;2;1;0;0;;;;;;;;;;;;;;;;;1;;;1;;;[Table];
AP0249_SMAI;Casa;Casa de vila;Apartamento para locação, Engenho de Dentro, Rio de Janeiro, RJ;Rua Sales Guimarães;27;Térreo;Engenho de Dentro;20770-070;Rio de Janeiro;RJ;50;50;;;900;;Inativo;Padrão;Imobiliária;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;[Table];
AP0250_SMAI;Apartamento;Apartamento padrão;Apartamento para Locação, Cachambi, Rio de Janeiro, RJ;Rua São Gabriel;117;apto 506;Cachambi;20785-292;Rio de Janeiro;RJ;96;96;184;980;1500;;Inativo;Padrão;Imobiliária;sem anuncio;;;;;1;;;1;;1;;1;1;;;1;1;;;;;;;1;;;;;;;;;;;;1;;1;1;;;;;1;;1;;1;1;2;1;1;1;;;;;;;;;;;1;;;;;;1;;;1;;;[Table];
AP0251_SMAI;Apartamento;Apartamento padrão;Apartamento para locação, Méier, Rio de Janeiro, RJ;Rua Tenente Costa;180;\Bloco 01 Apto 501;Méier;20775-080;Rio de Janeiro;RJ;61;61;694;864;800;;Inativo;Padrão;Imobiliária;sem anuncio;;1;;;1;1;;1;;1;;1;1;;;;1;;;;;;;1;;;;;;;;;;;;1;1;;;1;;;;1;;1;;1;2;2;1;0;1;;1;1;1;;;;;;;1;;;;;;1;;;;;;[Table];
AP0252_SMAI;Apartamento;Apartamento padrão;Apartamento padrão para Locação, Cachambi, Rio de Janeiro, RJ;Rua Honório;1850;bloco 1 apto 403;Cachambi;20771-421;Rio de Janeiro;RJ;61;61;556;650;1300;;Inativo;Padrão;Imobiliária;sem anuncio;;1;;1;;;;1;;1;;;1;;1;;1;;;;;;;1;;;;;;;;;;;;1;1;;1;;;;;1;;1;;1;1;2;1;0;1;;;;;;;;;;;1;;;;;;1;;;1;;;[Table];
AP0253_SMAI;Apartamento;Apartamento padrão;Apartamento para Locação, Todos os Santos, Rio de Janeiro, RJ;Rua Adriano;300;apto 203;Todos os Santos;20735-060;Rio de Janeiro;RJ;44;44;;368;1200;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;;;1;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;1;2;1;0;0;;;;;;;;;;;;;;;;;1;;;;;;[Table];
AP0254_SMAI;Apartamento;Apartamento padrão;Apartamento para locação, Méier, Rio de Janeiro, RJ;Rua Miguel Fernandes;691;bloco 03 apto 402;Méier;20780-060;Rio de Janeiro;RJ;49;49;;500;1000;;Inativo;Padrão;Imobiliária;sem anuncio;;1;;;1;;;1;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;1;1;2;1;0;1;;;;;;;;;;;1;;;;;;1;;;;;;[Table];
AP0255_SMAI;Apartamento;Apartamento padrão;Apartamento para Locação, Cachambi, Rio de Janeiro, RJ;Rua Ferreira de Andrade;583;apto 206;Cachambi;20780-200;Rio de Janeiro;RJ;96;96;1875;1100;1700;;Inativo;Padrão;Imobiliária;sem anuncio;1;;;;1;;;1;;1;;1;1;;;;;;;;;;;1;;;;;;;;;;;;1;;;1;;;;;1;;1;;1;2;2;1;1;2;;;1;;;;;;;;1;;;;;;1;;;1;;;[Table];
AP0256_SMAI;Apartamento;Apartamento padrão;Apartamento para locação, Méier, Rio de Janeiro, RJ;Rua Moreira Sampaio;6;apto 504;Méier;20710-060;Rio de Janeiro;RJ;63;63;;950;1000;;Inativo;Padrão;Imobiliária;sem anuncio;;;;;1;;;;;1;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;1;;1;2;2;1;0;1;;;;1;;;;;;;1;;;;;;1;;;;;;[Table];
AP0257_SMAI;Apartamento;Apartamento padrão;Apartamento padrão para Locação, Méier, Rio de Janeiro, RJ;Rua Mossoró;68;apto 310;Méier;20775-110;Rio de Janeiro;RJ;40;40;;300;1100;;Inativo;Padrão;Imobiliária;sem anuncio;;;;;1;;;1;;1;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;1;;;1;1;1;0;1;;;;;;;;;;;;;;;;;1;;;;;;[Table];
AP0258_SMAI;Apartamento;Apartamento padrão;Apartamento para Locação, Cachambi, Rio de Janeiro, RJ;Rua Capitão Resende;521;apto 701;Cachambi;20780-190;Rio de Janeiro;RJ;73;73;714;820;1400;;Inativo;Padrão;Imobiliária;sem anuncio;;;;;1;1;;1;;1;;1;1;1;1;;1;;;;;;;1;;;;;;;;;;;;;;;1;;;;;1;;1;;1;1;2;1;1;1;;;1;;;;;;;;1;;;;;;1;;;;;;[Table];
AP0259_SMAI;Apartamento;Apartamento padrão;Apartamento para Locação, Cachambi, Rio de Janeiro, RJ;Rua Tenente Franca;17;apto 302;Cachambi;20771-445;Rio de Janeiro;RJ;43;43;636;525;1200;;Inativo;Padrão;Imobiliária;sem anuncio;;;;;1;;;1;;1;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;1;;;1;1;1;0;1;;;;;;;;;;;;;;;;;1;;;;;;[Table];
AP0260_SMAI;Apartamento;Apartamento padrão;Apartamento para locação, Méier, Rio de Janeiro, RJ;Rua Padre Ildefonso Penalba;151;APTO 103 TERRÉO;Méier;20775-020;Rio de Janeiro;RJ;60;60;636;530;1200;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;;;1;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;2;2;1;0;0;;;;;;;;;;;;;;;;;1;;;;;;[Table];
AP0261_SMAI;Apartamento;Apartamento padrão;Apartamento para locação, Engenho Novo, Rio de Janeiro, RJ;Rua Barão do Bom Retiro;606;apto 404;Engenho Novo;20715-003;Rio de Janeiro;RJ;63;63;;500;900;;Inativo;Padrão;Imobiliária;sem anuncio;;;;;1;;;1;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;1;;;2;2;1;0;0;;;;;;;;;;;;;;;;;;;;;;;[Table];
AP0262_SMAI;Apartamento;Apartamento padrão;Apartamento para locação, Del Castilho, Rio de Janeiro, RJ;Avenida Dom Hélder Câmara;3443;APTO 110;Del Castilho;21050-624;Rio de Janeiro;RJ;52;52;58;590;2100;;Inativo;Padrão;Imobiliária;sem anuncio;;;;;1;;;;;1;;;1;;1;;1;;;;;;;1;;;;;;;;;;;;1;;;;1;;;;1;;1;;1;1;2;1;1;1;;1;;;;1;;;;;1;1;;;;;1;;;1;;;[Table];
AP0263_SMAI;Apartamento;Apartamento padrão;Excelente apartamento de dois quartos e depêndencia completa para locação com 60m², Méier, Rio de Janeiro, RJ;Rua Pedro de Carvalho;50;apto 501;Méier;20725-232;Rio de Janeiro;RJ;60;60;726;6802;1500;;Inativo;Padrão;Imobiliária;sem anuncio;;;;;1;;;;;1;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;1;;1;2;2;0;0;0;;;1;;;;;;;;;;;;;;1;;;;;;[Table];
AP0264_SMAI;Apartamento;Apartamento padrão;Apartamento para locação, Centro, Rio de Janeiro, RJ;Rua Riachuelo;136;apto 401;Centro;20230-013;Rio de Janeiro;RJ;37;37;;500;1100;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;1;;1;1;1;1;0;0;;;;;;;;;;;;;;;;;1;;;;;;[Table];
AP0265_SMAI;Apartamento;Apartamento padrão;Apartamento para Locação, Cachambi, Rio de Janeiro, RJ;Praça Avaí;1;apto 410;Cachambi;20775-150;Rio de Janeiro;RJ;42;42;;560;1200;;Inativo;Padrão;Imobiliária;sem anuncio;;1;;1;;;;1;;1;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;1;;1;;1;1;1;1;0;1;;;;1;;;;;;;1;;;;;;1;;;;;;[Table];
AP0266_SMAI;Apartamento;Apartamento padrão;Apartamento para locação, Rocha, Rio de Janeiro, RJ;Rua General Rodrigues;24;apto 204;Rocha;20950-110;Rio de Janeiro;RJ;50;50;;598;1000;;Ativo;Padrão;Imobiliária;anunciado;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;1;2;1;0;1;;;;;;;;;;;;;;;;;1;;;;;;[Table];
AP0267_SMAI;Apartamento;Apartamento padrão;Excelente apartamento para Locação com dois quartos e dependência completa, Cachambi, Rio de Janeiro, RJ;Rua Ferreira de Andrade;29;apto 504;Cachambi;20780-200;Rio de Janeiro;RJ;84;84;1061;1000;700;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;;;1;;1;;;1;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;1;;1;;1;;;2;2;1;0;1;;;1;;;;;;;;1;;;;;;1;;;;;;[Table];
AP0268_SMAI;Apartamento;Apartamento padrão;Apartamento para locação, Inhaúma, Rio de Janeiro, RJ;Rua Dona Joaquina;27;apt 301;Inhaúma;20761-010;Rio de Janeiro;RJ;70;70;;;850;;Inativo;Padrão;Imobiliária;sem anuncio;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;1;2;0;0;1;;;;1;;;;;;;1;;;;;;1;;;;;;[Table];
AP0269_SMAI;Apartamento;Apartamento padrão;Excelente apartamento de dois quartos, uma vaga na garagem e varanda para locação com 48m², Cachambi, Rio de Janeiro, RJ;Rua Cristóvão Colombo;40;apto 101;Cachambi;20780-300;Rio de Janeiro;RJ;48;48;;357;1000;;Ativo;Padrão;Imobiliária;anunciado;;;;1;;;;1;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;2;1;0;1;;;;1;;;;;;;;;;;;;1;;;;;;[Table];
AP0270_SMAI;Apartamento;Apartamento padrão;Excelente apartamento padrão para Locação, de 04 quartos sendo um deles  suíte Tijuca, Rio de Janeiro, RJ;Rua Conde de Bonfim;494;apto 502;Tijuca;20520-054;Rio de Janeiro;RJ;110;110;2225;950;2000;;Inativo;Padrão;Imobiliária;sem anuncio;;;;;;1;;1;;1;;1;1;1;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;1;;;2;4;1;1;0;;;1;;;;;;;;;;;;;;1;;;;;;[Table];
AP0271_SMAI;Apartamento;Apartamento padrão;Apartamento para locação, Méier, Rio de Janeiro, RJ;Rua Mossoró;68;apto 202;Méier;20775-110;Rio de Janeiro;RJ;70;70;698;534;1300;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;;;1;;1;;;1;;;;1;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;1;;;2;2;1;0;1;;;;;;;;;;;1;;;;;;1;;;;;;[Table];
AP0272_SMAI;Apartamento;Apartamento padrão;Excelente apartamento para Locação com dois quartos ao lado do colégio Santa Mônica, Cachambi, Rio de Janeiro, RJ;Rua Ferreira de Andrade;359;apto 304;Cachambi;20780-200;Rio de Janeiro;RJ;52;52;;480;1200;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;;;1;;1;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;1;;;1;2;0;0;0;;;;;;;;;;;;;;;;;1;;;;;;[Table];
AP0273_SMAI;Apartamento;Apartamento padrão;Excelente apartamento para Locação com dois quartos e dependência completa, Cachambi, Rio de Janeiro, RJ;Rua Garcia Redondo;2;apto 101;Cachambi;20775-170;Rio de Janeiro;RJ;66;66;765;575;1700;;Inativo;Padrão;Imobiliária;sem anuncio;;;;;1;;;1;;1;;1;1;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;2;2;1;0;1;;;1;;;;;;;;1;;;;;;1;;;1;;;[Table];
AP0274_SMAI;Apartamento;Apartamento padrão;Excelente apartamento para locação com dois quartos proximo ao Metrô, Inhaúma, Rio de Janeiro, RJ;Rua Mateus Silva;259;Entrada 55 apto 412;Inhaúma;20760-480;Rio de Janeiro;RJ;49;49;;430;850;;Ativo;Padrão;Imobiliária;anunciado;;1;;1;;;;1;;1;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;1;1;2;1;0;0;;;;;;;;;;;1;;;;;;1;;;;;;[Table];
AP0275_SMAI;Apartamento;Apartamento padrão;Excelente apartamento para locação de dois quartos atrás do Norte Shopping, Engenho de Dentro, Rio de Janeiro, RJ;Rua Fernão Cardim;161;;Engenho de Dentro;20771-020;Rio de Janeiro;RJ;47;47;;473;1400;;Inativo;Padrão;Imobiliária;sem anuncio;;;;;1;;;;;1;;;1;;1;;1;;;;;;;1;;;;;;;;;;;;1;1;;1;;;;;1;;1;;1;1;2;1;0;1;;;;1;;;;;1;;1;;;;;;1;;;;;;[Table];
AP0276_SMAI;Apartamento;Apartamento padrão;Excelente apartamento para locação de dois quartos e uma vaga na garagem, Méier, Rio de Janeiro, RJ;Rua Aristides Caire;258;apto 402;Méier;20775-090;Rio de Janeiro;RJ;68;68;763;300;1600;;Inativo;Padrão;Imobiliária;sem anuncio;;1;;1;1;1;;;1;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;2;2;1;0;1;;;;;;;;;;;;;;;;;1;;;;;;[Table];
AP0277_SMAI;Apartamento;Apartamento padrão;Apartamento para Locação, Cachambi, Rio de Janeiro, RJ;Rua Capitão Resende;35;APTO 406;Cachambi;20780-190;Rio de Janeiro;RJ;38;38;;685;900;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;;;;;;;;1;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;1;;;1;;1;;1;1;1;1;0;1;;;;;;;;;;;1;;;;;;1;;;;;;[Table];
AP0278_SMAI;Apartamento;Apartamento padrão;Apartamento para Locação, Cachambi, Rio de Janeiro, RJ;Rua Ferreira de Andrade;136;apto 404;Cachambi;20780-200;Rio de Janeiro;RJ;88;88;122;900;1600;;Inativo;Padrão;Imobiliária;sem anuncio;;1;;;1;;;1;;1;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;1;;1;;1;2;2;1;0;1;;;1;;;;;;1;;1;;;;;;1;;;;;;[Table];
AP0279_SMAI;Apartamento;Apartamento padrão;Apartamento para Locação, Cachambi, Rio de Janeiro, RJ;Rua Cirne Maia;62;apto 404;Cachambi;20771-410;Rio de Janeiro;RJ;46;46;;390;1200;;Inativo;Padrão;Imobiliária;sem anuncio;;1;;1;;;;1;;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;1;2;1;0;0;;;;;;;;;;;;;;;;;1;;;;;;[Table];
AP0280_SMAI;Apartamento;Apartamento padrão;Apartamento para Locação, Cachambi, Rio de Janeiro, RJ;Rua Capitão Resende;35;apto 102;Cachambi;20780-190;Rio de Janeiro;RJ;37;37;;685;900;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;;1;1;;1;;1;1;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;1;;1;;1;;1;1;1;1;0;1;;;;;;;;;;;1;;;;;;1;;;;;;[Table];
AP0281_SMAI;Apartamento;Apartamento padrão;Apartamento para Locação, Cachambi, Rio de Janeiro, RJ;Rua Álvares Cabral;425;;Cachambi;20780-320;Rio de Janeiro;RJ;59;59;78;855;1300;;Inativo;Padrão;Imobiliária;sem anuncio;;1;;;1;1;;;;;;1;1;;;;1;;;;;;;1;;;;;;;;;;;;;;;1;;;;;1;;1;;1;1;2;1;0;1;;;;;;;;;;;1;;;;;;1;;;1;;;[Table];
AP0282_SMAI;Apartamento;Apartamento padrão;Apartamento para locação, Méier, Rio de Janeiro, RJ;Rua Lucidio Lago;271;apto 101;Méier;20780-020;Rio de Janeiro;RJ;44;44;;655;1100;;Ativo;Padrão;Imobiliária;anunciado;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;2;1;1;0;0;;;1;;;;;;;;;;;;;;1;;;;;;[Table];
AP0283_SMAI;Apartamento;Apartamento padrão;Apartamento para Locação, Cachambi, Rio de Janeiro, RJ;Rua Basílio de Brito;50;apto 201;Cachambi;20785-000;Rio de Janeiro;RJ;104;104;1942;880;1400;;Inativo;Padrão;Imobiliária;sem anuncio;;;;;1;;;1;;1;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;1;;1;2;2;1;1;1;;;1;;;;;;;;1;;;;;;1;;;1;;;[Table];
AP0284_SMAI;Apartamento;Apartamento padrão;Apartamento para Locação, Cachambi, Rio de Janeiro, RJ;Rua Barcelona;12;apto 308;Cachambi;20785-130;Rio de Janeiro;RJ;69;69;;490;1400;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;;;1;;1;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;1;;;2;2;1;0;0;;;1;;;;;;;;;;;;;;1;;;;;;[Table];
AP0285_SMAI;Apartamento;Apartamento padrão;Apartamento para Locação, Todos os Santos, Rio de Janeiro, RJ;Rua Piauí;77;apto 905;Todos os Santos;20770-130;Rio de Janeiro;RJ;50;50;76;680;1400;;Ativo;Padrão;Imobiliária;sem anuncio;;1;;;1;;;1;;1;;;1;;1;;1;;;;;;;1;;;;;;;;;;;;1;1;;1;;;;;1;;1;;1;1;2;1;1;1;;;;1;;1;;;1;;1;1;;;;;1;;;;;;[Table];
AP0286_SMAI;Apartamento;Apartamento padrão;Apartamento para Locação, Cachambi, Rio de Janeiro, RJ;Rua Miguel Ângelo;769;Térreo;Cachambi;20785-225;Rio de Janeiro;RJ;49;49;;650;1100;;Ativo;Padrão;Imobiliária;anunciado;;;;1;;;;1;;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;2;1;0;0;;;;;;;;;;;;;;;;;1;;;;1;;[Table];
AP0287_SMAI;Apartamento;Apartamento padrão;Apartamento para locação, Piedade, Rio de Janeiro, RJ;Rua João Pinheiro;375;APTO 1108;Piedade;20756-100;Rio de Janeiro;RJ;64;64;1131;620;2500;;Inativo;Padrão;Imobiliária;sem anuncio;;1;;;1;1;1;1;;1;;1;1;1;1;;1;;;;;;;1;;;;;;;;;;;;1;1;;;;1;;;1;;1;;1;1;3;0;1;1;;;;;;1;;;1;;1;;;;;;1;;;1;;;[Table];
AP0288_SMAI;Apartamento;Apartamento padrão;Apartamento para locação, Engenho Novo, Rio de Janeiro, RJ;Rua da Bela Vista;18;apto 301;Engenho Novo;20950-320;Rio de Janeiro;RJ;73;73;;205;1200;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;1;;1;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;3;1;0;0;;;1;;;;;;;;;;;;;;1;;;1;;;[Table];
AP0289_SMAI;Apartamento;Apartamento padrão;Apartamento padrão para Locação, Cachambi, Rio de Janeiro, RJ;Rua Álvares Cabral;491;apto 203;Cachambi;20780-320;Rio de Janeiro;RJ;60;60;107;340;1600;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;1;1;;;1;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;1;2;1;1;1;;;;;;;;;;;;;;;;;1;;;1;;;[Table];
CA0001_SMAI;Casa;Casa padrão;Casa de vila 2 quartos no Cachambi;Rua Capitão Jesus;57;casa 101;Cachambi;20775-140;Rio de Janeiro;RJ;73;73;586;210;1300;;Inativo;Padrão;Imobiliária;sem anuncio;;;;1;;;;1;;1;;1;1;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;2;2;1;0;0;;;1;;;;;;;;;;;;;;1;;;;;M²;[Table];Exclusivo: SIM
CA0002_SMAI;Casa;Casa;Ótima casa em Cascadura com 2 quartos;Rua Caetano da Silva;366;;Cascadura;21381-370;Rio de Janeiro;RJ;;85;80;150;1000;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;0;;;;;;;;;;;;;;;;;;;;1;;M²;[Table];Exclusivo: SIM
CA0003_SMAI;Casa;Casa;Casa para Locação 2 Quartos, 2 Suites, 45M², RAMOS, RIO DE JANEIRO - RJ;Rua Cardoso de Morais;538;casa de fundos;Bonsucesso;21032-000;Rio de Janeiro;RJ;;45;;;700;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;2;0;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
CA0004_SMAI;Casa;Casa;Casa para Locação 3 Quartos, 3 Suites, 1 Vaga, 80M², MEIER, RIO DE JANEIRO - RJ;Rua Coração de Maria;242;;Méier;20775-050;Rio de Janeiro;RJ;;80;120;;1800;;Ativo;Padrão;;sem anuncio;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;1;3;1;;;;;;;;;;;;;;;;;;;;;;M²;[Table];Exclusivo: SIM
CA0005_SMAI;Casa;Casa;Casa para Locação 3 Quartos, 3 Suites, 70M², TODOS OS SANTOS, RIO DE JANEIRO - RJ;Rua Getulio;354;casa 01;Todos os Santos;20775-001;Rio de Janeiro;RJ;70;70;;45;1600;;Inativo;Padrão;Imobiliária;sem anuncio;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;3;1;3;0;;;;;;;;;;;;;;;;;;;;1;;M²;[Table];Exclusivo: SIM
